start|end|text
3089.16|3090.74|In the mornings, you always had lunch.
3091.4|3095.93|At noon, you stopped for half an hour for dinner.
3095.95|3099.43|In the afternoon, you had donuts and coffee again.
3099.45|3105.34|And then you'd thrash right through until about 6.30 or 7 o'clock at night.
3105.36|3108.4|Then you had to do all your belt lacing and everything like that.
3108.42|3110.74|I hardly ever got to bed before midnight.
3110.76|3113.94|And at 4.30 in the morning, he was there calling again.
3114.02|3116.17|His call was, oh, I must
3116.62|3145.41|relate that we slept in the barns and the bedding you were furnished, was a horse blanket and you can make your own bed out of hay or however you want it and my way of sleeping was right on the hard floor with a little straw under my head for a pillow. I'd take off all my clothes at night shake them out I wore high top boots,
3146.69|3152.66|take them off, put everything back on, excepting my high-top boots, and lay down.
3152.68|3167.23|And by the time you had slept, say, four and a half hours, and he was, his call was, "Daylight in the swamp, boys." and you were glad to get up after laying on the hard floor for four hours.
3167.81|3173.26|Well, that was the way I slept for a month, right on the hard floor.
3173.3|3174.84|No, just the horse blanket,
3175.55|3178.31|laying on it and used half of it to cover me.
3180.07|3186.76|However, that season wound up.
3186.78|3191.16|I picked up my $300 or whatever it was.
3194.17|3198.29|And then I headed north -
3198.31|3201.22|yeah, then I was home since - now it's fall.
3201.57|3204.05|I wanted to come to Canada and see the family.
3204.07|3209.3|So I come up to Canada to see the family, driving my Model T Ford.
3211.44|3216.78|And let me get ahead of myself now.
3216.8|3218.48|I have to stop right now and think.
3219.98|3221.82|Yes, I headed north for Canada.
3222.95|3225.01|I spent a couple of weeks up home, and then
3226.85|3232.86|driving back to South Dakota, down to where my uncle lived at Frederick, out of Aberdeen, South Dakota.
3234.62|3237.08|I rolled my car, went to sleep at the wheel.
3237.12|3239.44|I was driving straight through in the middle of the night.
3239.8|3242.23|About daylight in the morning, I rolled my car.
3243.21|3244.47|The luckiest guy in the world.
3244.57|3249.48|Smashed all the glass in it, and I never even got a bruise or a cut.
3251.75|3258.08|Well, I went into Valley City, and I patched it up enough that I could drive another hundred miles down to my uncle's place.
3260.15|3270.29|So while I was there, my cousin said, hey, there's a power gang working down here at Leola, about 25 miles from there.
3271.65|3273.39|He said, "They're building a power line in there."
3273.45|3274.57|Maybe we could get a job.
3274.59|3275.1|So I -
3278.4|3284.65|He and I go on down there one afternoon, and by God, I go in the hotel and talk to the foreman.
3284.69|3287.11|He was half drunk.
3287.13|3289.19|Told him what experience I had.
3289.21|3291.1|He said, "You come to work Monday morning."
3293.16|3294.68|And I went to work.
3294.7|3296.12|Frank Wenner was his name.
3296.6|3303.13|A Finlander, about five foot two, and weighed about 180 pounds.
3303.37|3308.34|He reminded me of Uncle Wally for build.
3309.38|3314.85|Anyway, he wasn't a guy that went out on the job.
3314.89|3318.21|He stayed in the hotel and stayed drunk and let the crew run their own.
3319.23|3322.68|He had a foreman that would run the crew.
3322.7|3332.67|Well, when we got from Leola, we went up to Frederick, and I was acquainted with Frederick, and he knew that, so he used to keep me in about every second day to go out and buy him a bottle of whiskey.
3333.23|3335.36|Everything was home brew.
3335.4|3339.1|The country was dry, so you had to go out and buy bootleg liquor.
3340.8|3345.15|And he took a liking to me somehow, and he always favored me.
3346.79|3350.68|From there we moved over into Dawson, North Dakota.
3350.7|3354.5|This was the middle of the winter, oh, maybe in about February.
3355.96|3359.53|And in Dawson, North Dakota, we were there building lines.
3361.59|3363.27|He took pneumonia and died.
3364.85|3367.96|So they brought in another foreman, a fellow by the name of Bill Oberts.
3369.76|3372.5|And Bill was a quiet type of a guy.
3372.52|3374.33|He didn't go out to the job much either.
3374.39|3380.54|He relied on his foreman bringing in reports to him.
3380.56|3386.81|By this time, I'm pretty well recognized in the outfit now.
3386.82|3395.66|I'm in with the linemen, the guys that are four or five linemen, and I was semi with them.
3395.68|3398.18|And we kept on going and going, and -
3401.72|3406.43|Then we split up the crew and they get another foreman.
3406.45|3409.07|And this fellow, he took a liking to me.
3409.1|3411.3|He's a younger man.
3411.32|3417.75|He taught me an awful lot about line work and gave me a lot of breaks.
3419.49|3425.28|Then they put two crews together and we built a heavy line from
3426.14|3432.89|Thunder Hawk, South Dakota, up to Elgin, North Dakota, about 40 miles across.
3432.91|3434.51|And I mean no man's land.
3434.53|3442.4|There wasn't a damn thing in there but hills up and down, up and down, and up and down.
3442.74|3449.65|And in the meantime, they had bought a boring machine to bore the holes instead of digging them by hand.
3452.43|3455.98|So they saw they were behind schedule, so they decided to run the outfit
3456.53|3458.49|the boring machine 24 hours a day.
3458.52|3468.37|And my friend, Elmer Jones, who was a lineman also, he got the job running the boring machine.
3468.39|3475.18|So the foreman didn't know who he could get for a second man, and the timekeeper was a good friend of mine and knew me pretty well.
3475.2|3480.12|He said, "You put Achen on that machine, he'll run it."
3480.14|3483.25|So I was put on the boring machine, which was, well,
3483.6|3494.92|one of the top-matched jobs on the outfit, and had a lot of experience with that machine.
3495.52|3503.21|It wasn't what machines are today, but it had its abilities and it had its disabilities.
3504.55|3507.94|It required a lot of maintenance, and I was good at that.
3507.96|3509.32|I had the experience
3510.04|3515.65|on machines from the farm, so I had no trouble getting along with them.
3515.67|3519.36|However, in the meantime, harvest comes along.
3519.38|3527.07|My old thrasher up in South Dakota, he gets word to me, he wants me to come back up there to run his separator, and he'll give me $12 a day.
3529.35|3536.42|So I leave the outfit, and I go up back to Frederick to...
3537.46|3538.12|to thrash.
3538.16|3539.85|Well, we had a bad fall.
3539.87|3545.44|It rained a lot, and a lot of lost time and whatnot.
3546.82|3549.46|I wasn't doing too well financially.
3549.48|3556.91|Well, I was making my $12 a day on the thrash and nothing, room and board only when we didn't thrash.
3556.93|3561.38|So we finished that job, and then my uncle had a machine just like it.
3561.4|3564.38|It was a sort of a crop machine. Four farmers owned it.
3567.57|3593.79|<backwards it erases everything and I'm still finding out> - papers well we finished thrashing there we only thrashed about 10 or 12 days and then I, I was finished and I didn't know where I was going or what I was going to do so I jumped in the car and I started heading for Canada.
3595.77|3603.08|I got up as far as Minot, North Dakota, and I stopped in the city there to see if I could get a job.
3604.64|3606.64|"Oh, yeah, sure, no problem.
3606.66|3609.21|Come and get a job here, working in the city."
3610.23|3614.74|That was on a Saturday, I guess, or a Friday.
3616.52|3621.05|And ,"report to work for Monday morning."
3621.17|3622.35|So Monday morning, I
3623.14|3629.43|Well, in the meantime, on Saturday and Sunday, I went around, and I looked, and, oh, boy, I thought, I'm getting ahead of myself here.
3629.53|3633.23|This is pretty heavy stuff, pretty hot stuff.
3633.25|3634.49|I'll be working in here.
3634.55|3639.06|So come Monday morning, I never reported for work.
3639.08|3641.12|I got in the car, and I headed up for Canada.
3642.36|3651.25|I hadn't got up the road 50 miles, and here I come across a small line gang working right along the highway, so I stopped and,
3652.04|3661.02|and I got talking to them, and I got talking to the foreman, and I told him who I was and what I'd been doing, and he said, "You looking for a job?"
3661.12|3664.26|Well, I said, I'm out of a job right now.
3666.12|3671.53|Well, he said, my head man is leaving here, and he said, "I haven't got a good experienced man on the crew."
3671.61|3672.55|He only had about -
3685.73|3686.55|waiting for you.
3686.57|3692.65|So I go up to Kenmare and I go into the office and tell him that I'd been talking to Leo O'Grady, a foreman.
3694.28|3695.86|He said that he would take me on.
3695.98|3698.78|So they said report to work on Monday morning.
3698.8|3705.57|My wages were 87 cents an hour and I paid my own room and board.
3705.59|3713.35|Well, again, it was something else to go in an outfit and right away you're made the head man.
3713.57|3721.6|I didn't have that much experience under my belt, but I had a lot of confidence and a lot of ability.
3721.64|3728.65|I had been taught something about working hotline work, had done some hotline work.
3728.91|3730.95|So, and - the foreman and I got along very good.
3731.17|3733.91|He was an Irishman and full of humor.
3737.62|3740.76|Right away, I was the top man on the job.
3742.22|3746.37|That was in November, early November, yeah.
3746.39|3747.25|I started working then.
3747.31|3748.35|I worked all winter.
3750.07|3752.33|We were what they called the flying squad.
3752.35|3767.63|We had 150 miles of line from Mohall, North Dakota, over into the last town going out of North Dakota on the other side, Mohall -
3768.21|3769.43|Mohall was on the east
3770.57|3775.84|and somewhere past Crosby, about 30 miles, was the end of our last territory.
3776.46|3778.28|We were what they called the flying squad.
3778.36|3783.65|If there was trouble anyplace, they blew the whistle, and we went there and took care of it.
3783.67|3787.79|And I had some real good experience on that job in a matter of a few months.
3789.57|3798.72|And everything was going fine until while we were working in Crosby, North Dakota, and one night they pound at the door and it was the immigration -
3799.58|3823.21|he said, "We've got a lot of unemployment in this country", and he said, "You can't work down here unless you get a permit to work here."
3823.69|3826.23|He said, "You'd better go to into Portal and report to
3826.78|3832.55|the chief immigration officer in there and see what he's got to say about it."
3832.57|3846.96|So he took me into a Portal and that night and the next morning I went down to see the immigration chief and told him the story.
3846.98|3848.58|"Ah, " he said, "You can't work down here."
3848.64|3851.3|He said, "We've got to deport you."
3851.32|3854.11|He said, "We'll allow you to make a willful deportation."
3855.47|3864.38|You just sign this card here that you're willfully deporting yourself from the United States, and that's the end of your working down here.
3865.91|3875.78|Well, to get ahead of the story, in the fall when I had gone back up to visit, Mother wanted to get off the farm.
3876.12|3878.34|Bud was tired of the farm.
3878.36|3881.21|So Brother Mac and I were going to rent the farm.
3881.27|3882.09|We drew up a
3883.15|3887.07|a deal or an arrangement whereby we would take over -
3895.67|3908.23|- so. That was all cut and dried, so when they said, "You better skidoo back up to Canada," I had no qualms.
3908.33|3911.23|I went up there and immediately got a job -
3912.59|3915.82|or had a job, I should say, on the farm.
3916.64|3917.7|We were going farming.
3919.74|3921.36|And that was all there was to that.
3921.78|3924.93|Now I've got to stop and revamp it again for a while.
3929.81|3934.18|Now we're up to September the 11th, 1986.
3935.46|3940.3|This is about three weeks ago when I last spoke into this thing.
3940.32|3942.15|Well, anyway, to get back to the story,
3943.42|3945.09|Mac and I farmed that year.
3945.19|3946.19|We put in the crop.
3947.17|3948.51|We didn't have a very big crop.
3948.53|3949.81|It was kind of a dry year.
3950.61|3958.21|That was the summer of 1924, my first year of running the farm.
3958.35|3963.73|Mother was paying me $600 for the year and of course I had the use of the car as I needed it.
3966.42|3967.34|Everything went fine.
3967.4|3972.49|We got our crop in and we were ahead of everything and we had an early harvest.
3974.22|3998.31|When the harvest was finished, a buddy of mine and myself got in the car one Saturday, and we were going out for a little fun, and went down to Estevan, and the country was dry at that time, and so we landed in on the bootleggers, and having a drink in there when another friend of ours from our hometown came in and got talking. I asked what he's doing.
3998.33|4001.51|He said he's working with the power gang.
4001.53|4002.91|Well, I said, "My God, I said..."
4003.06|4006.36|get me a job," I said.
4006.49|4009.57|This was about, well, I'd say about the middle of September.
4010.79|4012.55|And he said, "Sure."
4012.93|4017.2|The boss was saying the other day that he could stand another man.
4017.22|4018.78|He's going away to university.
4020.44|4029.29|So that was on a weekend, and Monday night I had a phone call from him saying, come on down, go to work. So,
4029.82|4038.22|I had packed up my bag, which was the climbing tools and a few wrenches and a hammer, and I head for Estevan.
4039.36|4039.96|And go down there.
4040.0|4043.46|The wages were set, I think it was 83 cents an hour.
4044.04|4045.19|Paid my own room and board.
4045.39|4051.82|We were working 10 hours a day, six days a week.
4051.84|4055.66|However, I got on this job, and they were a very inexperienced crew.
4055.72|4059.75|None of them knew very much about building a line and
4060.74|4068.23|the foreman immediately recognized that I knew more than anybody around there, and he come to me and said, I should make you foreman of this crew.
4068.33|4069.07|I'm going away.
4070.67|4076.72|But he said, "I've already promised it to Jack, and I hate to go back on my word."
4077.6|4082.2|Well, I said, "I'll tell you, John, I just come down here to run a few dollars."
4082.76|4089.23|I said, "I'm farming, and I'll just be working here for a few months probably and back to the farm again.
4090.12|4100.33|So you just go ahead and leave things the way they are, and I'll continue to do my best.
4100.47|4103.81|Whenever I get ready to leave, I'll just leave, that's all."
4103.83|4113.52|Well, as things worked out then, it wasn't very long, and the superintendent from downtown, and he picked me out right away.
4113.64|4117.85|He said, "I'm going to let the district serviceman go and
4118.74|4120.66|put you in on service work."
4120.68|4123.09|I said, "My God, I don't even know how to read a meter.
4124.51|4126.13|All I know is how to build a line."
4127.45|4131.08|He said, "We'll teach you that." He said.
4131.1|4133.42|"Well," I said, "I might be leaving here in the spring.
4136.06|4141.81|And then you'll have to get somebody else."
4141.83|4142.97|"Well," he said, "that's okay.
4143.01|4146.94|We'll deal with that when it comes."
4146.96|4148.34|Well, anyway, I
4150.5|4163.3|I go on to service work, changing meters and servicing customers and reading meters and all the things that go along with service work.
4163.32|4164.64|I worked there all winter.
4169.83|4175.46|Yeah, I work all winter, and then when spring comes, I go back home -
4175.86|4177.06|that's right -
4177.84|4183.44|about the end of March, I go back home on the farm.
4183.46|4188.81|By that time, Mother and Bud had their fill of living in the city, living in Weyburn.
4190.01|4197.28|And Mother wanted to get back on the farm, so we just canceled our contract, and Mother went back on the farm.
4197.34|4201.51|In the meantime, I head back to Estevan to see if I can get a job.
4202.59|4204.92|And they had brought another crew in there, their building.
4205.52|4207.32|It had quite a lot of construction going on.
4207.81|4211.79|They're building a new power plant there, and they had brought another crew in.
4213.15|4214.09|So they put me on.
4214.11|4218.14|Oh, I go down and - that's right -
4218.16|4219.76|I go down, and I talk to the foreman.
4219.8|4221.46|I said, "What are my wages going to be?"
4221.48|4222.96|He said, "55 cents an hour."
4222.98|4226.07|I said, "Hell, I'm not working for 55 cents an hour."
4226.45|4228.49|I got 83 last fall when I left here.
4230.15|4232.14|"Well," he said, "I didn't set those wages.
4232.2|4234.4|That was the superintendent that set that."
4235.46|4236.9|"Well," I said, "I'll tell you.
4238.92|4267.58|I'll work here until he comes down and then I'll talk to him." "Well," he said, "When I saw your work and saw your work he said I right away told the superintendent you were worth more money than that and he finally said I'll give you 75 cents an hour. "Well,", I said, "From now on I'll just do 75 cents an hour worth of work every hour that you'll have to
4268.37|4271.05|put up with that until he gets down here."
4271.07|4272.96|Well, it was about a month later when he comes down.
4275.04|4285.73|In the meantime, this foreman had left and gone to one of the mines, and another foreman came in and took over.
4285.75|4288.76|And when the superintendent come down, I'm really up in the air.
4288.78|4292.76|I'm going to eat him out good.
4292.78|4294.66|So I heard he was in town.
4296.1|4298.48|He was looking for me, and I was looking for him.
4300.12|4302.92|He said, "Hey, Linden, I want to see you."
4302.94|4305.39|He said, "I want you to run the crew."
4306.43|4308.15|"Well," I said, "What's happened?"
4308.19|4313.36|He said, "Bill Wilson broke his leg this afternoon, and we've got to have somebody to run the crew, and I'm picking you."
4313.38|4314.92|He said, "Do you think you can run the crew?"
4314.96|4316.52|I said, "You think I can?"
4316.6|4318.84|He said, "yes, I do."
4318.86|4319.52|I said, "okay."
4319.54|4321.93|And he said, "Your wages will be 87 cents an hour."
4322.79|4324.87|Well, that's settled the wage argument right there.
4325.71|4328.37|I put that crew through the paces all summer.
4328.4|4331.52|I had eight men, and they were good men but
4331.96|4335.54|we really went through a lot of work.
4335.56|4346.88|We finished the job at Estevan and then moved up to - down near the Assiniboia area and did some work, then up to Craik and Davidson, worked there for a while, and then up to Biggar.
4346.92|4348.56|Now, Biggar is a town about 3,000.
4348.78|4354.59|We were totally rebuilding the distribution system in there.
4354.61|4354.79|And,
4355.14|4356.54|I had no problem at all.
4356.7|4358.32|Everything was going good.
4358.34|4376.5|When this man Wilson, who had broke his leg in the spring, was ready to come back to work, and Doboy's superintendent had come up to Biggar.
4376.52|4382.18|He said, "I want you to come back to Estevan and put Bill back in charge of the crew, and I want you to come back to Estevan.
4382.2|4383.97|I've got a job for you down there."
4384.2|4392.97|He said, "We're cutting the whole town over from 2,300 volts to 4,000 volts, and I want you to do the job."
4392.99|4399.86|Well, I went down there, and I had one man helping me, and I cut the whole town over, which had to be done in sections.
4399.88|4412.94|You cut one section after the other and kept crowding the higher voltage behind you and cutting off the lower voltage sections and cutting over all the transformers and everything as you went along.
4412.96|4413.6|It was a good experience.
4415.81|4429.07|I finished that job, and then he had to do an odd job around until January when an ad came in the paper that the Power Commission were hiring men.
4429.09|4430.75|And so I went to the superintendent.
4430.77|4435.37|I said, "Look, I'm about finished here."
4435.55|4439.98|I said, "Maybe I should apply for a job there."
4440.08|4443.41|He said - And I said, "What would it mean if I called them?"
4443.43|4445.63|"Well," he said, "They'll be here long after we're gone." he said,
4446.65|4450.84|"The government starts taking over, they'll take over."
4450.86|4453.04|So I came to Regina -
4453.22|4459.05|Oh, I wrote in, that's right.
4459.07|4466.48|I wrote in and asked for a job and forgot all about it.
4466.5|4469.69|I go out - out of town.
4469.95|4476.15|I had run into a pretty nice schoolmarmie out in the country, and I was out visiting her.
4476.96|4483.33|And I didn't know where she lived, and I got into this small town to phone and see where she was at.
4483.55|4487.94|While I was there, the telephone operator said to me, are you Lindy Achen?
4488.0|4488.58|I said, "Yes."
4488.66|4491.5|But she said, "They've been trying to get a hold of you from Estevan."
4491.52|4497.11|Well, I hadn't told a soul that I was going out that night.
4498.09|4502.33|But the telephone operators in those days, it wasn't automatic like it is today.
4502.6|4509.3|Telephone operators kept very close track of what was going on when a long distance come for me from Regina.
4509.32|4525.68|They had heard me phone this girl that I was coming out, and so they phoned the operator there and said, if Lindy Achen is in the district there in any place, trace him down.
4526.22|4530.12|And they had swum out to where this girl was teaching, and I wasn't there.
4530.92|4533.35|However, I get on the phone.
4533.37|4540.47|I phoned back to Regina to this number, and here's the superintendent up in Regina here.
4540.49|4541.51|He wants me to come in in two days.
4542.43|4546.3|They're hiring five men, and I was one of the five to pick them up.
4546.32|4553.32|And they put us through a fast two-day course of the book work and everything, and then put our...
4554.55|4573.78|service work and I was posted to Saskatoon which was a Class B district my wages were $155 a month. I had my own car and I used my car on the job and I got 10 cents a mile for driving for using my own vehicle.
4575.17|4577.8|Well, I was up there, many things happened.
4578.08|4580.84|The superintendent was a young green superintendent.
4580.86|4584.59|He didn't know anything about power lines, just out of university.
4585.99|4591.9|So he relied a lot on me for information when there was trouble and whatnot.
4591.92|4593.55|And I worked there about four months.
4595.07|4598.96|He was pretty impressed with the job that I was doing.
4598.98|4600.66|And the man that they had sent to the
4601.47|4606.61|class one district at Rosetown with a university graduate.
4606.63|4610.02|But he got down there and he really got things mixed up good.
4611.88|4616.17|So my superintendent said to me one day, how'd you like to be transferred to Rosetown?
4616.19|4618.45|I said, "If I get his wages, yes, I will."
4619.77|4621.7|So I go down there and I knew the fellow.
4622.52|4629.35|He had got into the bottle quite a bit and wasn't paying attention to his job and he had everything mixed up.
4630.03|4634.5|Well, I took over Rosetown and more or less took charge of things.
4634.74|4636.34|Well, I had my district there.
4636.36|4637.7|I had eight towns to look after.
4638.91|4645.45|And they'd all been built in the wintertime and everything was hanging crooked and leaning crooked.
4645.47|4650.68|So as I had spare time, I'd hire a kid and help me and get this all straightened out.
4652.26|4658.91|And then one day I got a letter from the superintendent eating me out as the superintendent in Regina, eating me out for
4659.7|4661.3|hiring help without authority.
4661.32|4665.09|I was paying these kids 30 cents an hour.
4666.47|4669.25|And - doing a good job.
4669.27|4670.72|We got a lot of work done.
4671.22|4681.65|Then when he saw what a job I had been doing in the towns, then he turned around and made all the other district men do what I had been doing.
4681.67|4689.2|Well, along with that and a few other things that happened, I was young and, what would you say, young and free and wild.
4690.89|4692.95|I had money in the bank.
4692.97|4695.15|I had bought a brand new car while I was there.
4696.69|4702.08|So I said I wanted a leave of absence. That was about the end of September.
4702.1|4704.72|Wanted leave of absence for three months.
4705.38|4707.72|"Oh, we don't have such a thing in the books."
4709.81|4716.79|"Well," I said, "I'll take it off and take my own chances of getting back to work when I get back."
4716.81|4719.15|So, okay, I check out,
4719.62|4724.11|when I came to Regina, I stopped in the head off at the head superintendent.
4724.13|4728.72|He said, "Boy, you've done an ace-high job for us."
4728.74|4733.06|He says, "We have nothing but praise for the work that you've done.
4733.14|4738.61|But we can't guarantee you that you'll have a job when you come back in the spring, because things are getting tougher all the time."
4738.63|4740.49|This is in the spring of 1931.
4740.59|4746.12|No, in the fall of 1931.
4747.1|4747.84|And anyway...
4749.07|4752.9|The way I go, I go down to Halbrite - Midale.
4752.92|4754.2|Mac was living in Midale.
4754.24|4756.97|Brother, Mac was living in Midale.
4757.05|4761.2|Midale wanted to put in a power plant.
4761.22|4765.53|And they said, "You're just the guy to come down here and put in our distribution system for us."
4766.25|4769.89|I said, "I want to take my mother down to Iowa for a month first."
4770.21|4771.45|Well, that would be plenty of time.
4771.47|4775.26|You get back here in November, that would be plenty of time to do so.
4775.54|4781.12|Mother and I went to Iowa, and I had a whooping time down in Iowa with all the relatives.
4781.14|4787.89|And I had been down there on a visit twice before that, so I knew a lot of people.
4787.91|4794.12|When I come back, I want to work in Iowa, or in Midale and put in the distribution system.
4794.14|4795.16|Got that done, done.
4795.39|4809.57|All the houses and stores had to be wired, so my brother Mac and I spent the winter there, wiring up these houses and stores and making money all the time, you know.
4812.42|4819.97|Well then, the job is finished, and it's spring.
4819.99|4824.67|So about in May, I wander up to Regina here,
4825.09|4829.14|going to the power commission.
4829.16|4832.38|See if I can get a job.
4832.8|4833.42|"Get a job?
4833.44|4839.31|We're still laying off men. Things are that tough that we're still laying off men. We're not hiring men."
4840.74|4844.21|So - and the superintendent got nasty with me then.
4844.27|4849.0|The guy that had praised me so much when I checked out, he said, "Oh, that's the kind of a guy you are.
4849.02|4853.78|You go and pick an inside job for the winter, and now you come back in the summer and want a job."
4854.37|4863.12|Well, he'll never know how close I come to climbing over his desk and punching him in the nose, but I held myself and walked out of his office.
4863.14|4874.94|And I went back to the farm and loafed around all summer, having a good time, helping on the farm, of course.
4874.96|4880.33|But that fall, we didn't have much harvest.
4881.27|4888.84|And we got our own work done up early with our own help, just Bud and my cousin Tad and a few of us.
4888.94|4893.72|We put our little thrashing outfit to work, and we got the harvests off of them.
4893.74|4899.67|There were others around the country that wanted to get thrashing done, so Bud hired me and the separator outfit.
4899.69|4903.88|These guys would have a tractor, and I'd run the outfits.
4905.08|4905.86|And for that,
4906.72|4919.12|He was getting $4 an hour or $40 a day for this separator and myself and the farmer who furnished the tractor, and I would run both ends.
4919.24|4921.62|I don't know what he was paying me, a couple bucks a day.
4922.9|4930.18|Oh, he must have gotten more than $4 a day, because he was paying me $2 or $3 a day, and he probably got $7 or $8 for the outfit.
4931.3|4938.21|And I worked there, and maybe three weeks doing that, and fall was in, and I got in the car.
4938.31|4944.34|In the meantime, in June, Dominion Electric knew I wasn't working.
4944.36|4944.96|They phoned me.
4944.98|4946.82|I went down there and worked for two weeks.
4947.2|4951.21|They had the job they wanted done, and I went to work for two weeks.
4951.23|4955.33|So I went back in the fall, and Dubois says, I can put you to work.
4955.35|4956.99|He says, we've got some work here.
4958.51|4963.63|So I worked in Estevan for about the month of October with the gang that was there.
4964.77|4976.03|And then they were putting in a power plant out of Hopkins, which was 18 miles from the nearest power plant, so they put in another isolated plant, a little diesel plant.
4976.87|4979.37|And he said, "I want you to go out there and build a distribution system."
4981.31|4984.3|And I knew the fellow was going to go out there and put the plant in.
4984.4|4987.6|They were setting up a small company, and he was leaving them.
4988.04|4994.97|He was a steam engineer from Estevan, and he was leaving them and going out to set up this small plant to get on his own.
4997.69|4999.55|I go out there, and I put in the distribution system.
4999.63|5001.47|Oh, it was a beautiful fall.
5001.49|5002.8|We went out there in November.
5002.82|5009.42|There was snow on the ground, but it all went away, and it was like summer until the middle of December.
5009.44|5012.49|And they got the plant going about the 17th of December.
5013.63|5016.61|Well, in that winter, I wired houses and
5016.96|5044.83|stores in that town all winter. So I was busy making a living and that was about all. Then the next spring my old company Dominion Electric Dubois hired me to go into Gull Lake. There was some bad wiring jobs and they couldn't meter it properly in three or four places involving business places. So I went in and I straightened all that out. And
5046.07|5050.52|when I got that finished, he took me up to Biggar, Saskatchewan.
5050.54|5052.24|It's up by Saskatoon.
5052.26|5060.09|There I did the hospital and three, four stores that had messes in the wiring and got it all straightened out.
5060.11|5064.93|And then I come back to Gull Lake and I started overhauling the distribution system.
5064.95|5068.6|And I worked there about three months in the summer.
5069.02|5069.78|All by myself.
5069.82|5072.8|I would have a helper for a half a day and that was all.
5073.08|5074.54|The rest of the time I was by myself,
5075.48|5080.37|and doing jobs that normally you'd put two or three men at.
5080.39|5091.5|When I finished that, I went down to the town of Eastend, which had another small decent plot, and down by Shaunavon.
5091.52|5104.5|And I worked there for a month, and all of a sudden, New York, who owned the Dominion Electric Power, said, "Cut all spending.
5104.68|5106.72|That's the end of it.
5106.74|5108.44|We can't spend any more money this year."
5109.0|5111.39|So I get a phone call to shut her down right then.
5111.41|5112.73|I was one-man crew again.
5112.77|5114.63|I could shut her down pretty easy.
5114.75|5123.3|But while I was there, I lined up a lot of wiring jobs, so I wired for three months - for a month in Eastend.
5123.32|5131.93|I had enough work to carry me on for a month, and then I went back up to Tompkins, where this friend of mine was running the power plant, and...
5132.5|5133.97|I tucked in there for the winter.
5133.99|5145.65|You'd get room and board for about, oh, a dollar and a half a day is what it would cost you to live.
5145.67|5152.86|And played cards and did some wiring around there that winter, odd jobs.
5155.2|5159.19|And then in the spring,
5159.88|5166.07|Oh yeah, then the next year I went out and I ran a crew for the Dominion Electric.
5167.91|5172.02|He hired me, Dominion Electric hired me back here and I went down.
5172.16|5176.26|I overhauled the power line from Shaunavon to Assiniboia for 120 miles.
5177.32|5182.67|We climbed every pole on that line and repaired everything that needed repairing.
5182.71|5185.38|I had three men and myself.
5187.16|5188.97|And we worked hard.
5188.99|5197.54|It was a hot, dry summer, but we kept on plugging away, working six and seven days a week.
5197.56|5199.42|And what was I getting then?
5199.54|5202.43|I was getting, I think, 50 cents an hour.
5203.63|5210.06|We worked a nine-hour day, so I'd make it $4.50 a day, and you could get room and board for a couple dollars a day.
5212.7|5216.71|I worked there until fall -
5216.71|5220.12|Yeah, we haven't finished the job when they shut her down again.
5220.18|5220.9|They got out of money.
5220.92|5224.33|So back to Tompkins I go again.
5225.35|5226.73|The pal was running a power plant.
5226.75|5228.59|But this time he was getting pretty dissatisfied.
5228.61|5234.72|Sitting in there watching that little 40-horse diesel chug, chug, chug, chug away.
5234.78|5238.41|Turning over 300 revolutions a minute.
5238.43|5240.15|And he was having trouble with it.
5240.17|5242.97|But he was not a good operator.
5243.01|5243.49|He...
5243.69|5248.36|He never fixed anything before it broke, put it that way.
5248.38|5252.63|So I saw he was dissatisfied and I asked him one day if he wanted to sell out.
5252.77|5256.56|Yeah, he said I'd be glad to get the hell out of here.
5256.58|5260.4|So I phoned Estevan and told him about it and they were glad to get rid of him.
5260.42|5262.23|They weren't happy with him as an operator.
5263.47|5287.1|So they said, "You go ahead and make the deal and tell us what you've worked up," and I told them and they gave me the money to swing the deal. I traded my car in. I borrowed 600 from my mother and here I was president of Tompkins Electric. Well, I was without transportation so in Dominion Electric my old superintendent saw that he said, "We've got to have some trucks standing down in the yard there.
5291.2|5294.54|It's not in good running order, but you'll make it work."
5294.56|5299.91|So they sent that up, and I had that half-ton truck when I was running the power plant.
5299.93|5305.04|Well, then my brother Mac was out of work, and I said, "I'm sorry."
5305.06|5308.79|He'd come up, he and his wife, they moved up.
5308.81|5311.29|And then right away, he learned how to run the power plant.
5311.31|5312.17|...
5312.19|5314.56|Well, then I was free to go out and do wiring and
5315.4|5321.87|I did odd jobs for Dominion Electric around the country. They whistled me out to do a job.
5321.95|5325.83|I went to different towns, would work a month at a time.
5326.83|5328.16|It wasn't making any money.
5328.26|5332.78|My salary when I run the power plant was $75 a month.
5332.8|5334.37|And that's all the plant could afford.
5334.39|5342.18|It just barely paid its way, paid interest and fuel and wages at $75 a month.
5343.64|5370.63|Well, I operated that for about a year and a half and then the company saw fit to build a line from Gull Lake to Tompkins and shut that down. Now we're into 1930 we're into 1930 - yeah I operated the plant '35, '36 into the spring of '37 and uh -
5398.03|5421.83|The next time he come back a couple weeks later he said, "I can't give you that job." He said, "The diesel superintendent's son-in-law is a contractor and he's been out of work for three years. He wants to give it to him, but he said, 'You can work on the job; you'll be his foreman while he's here." Well, I went out -
5422.58|5425.55|I didn't do a hell of a lot of work.
5425.57|5428.73|He had a crew of about 12 men, bossing around.
