start|end|text
1949.32|1953.51|Well, financial matters, but people had everything.
1953.9|1957.59|When you went to church on Sunday, everybody was dressed so nice down there.
1957.89|1966.0|And here, when you went to church on Sunday, people were really dressed shabby in old coats and old clothes and everything.
1966.02|1966.68|It showed up.
1967.12|1971.96|But it never really did affect you as far as clothing and that kind of thing did?
1971.98|1973.79|One fellow told me, he said, "I always remember
1974.19|1983.0|you as a young man," he was about my age, and then he went out back and he said, "The only thing I could ever remember about you, you were always kind of a sporty dresser."
1983.4|1984.98|Well, I didn't think I was.
1985.14|1986.57|You had just yourself to keep.
1986.74|1990.11|That's why you didn't have a winter overcoat for three years.
1990.29|1992.31|You were married in 1938?
1994.5|1995.48|What did you say?
1995.51|1995.73|1940.
1995.75|1996.13|1940.
1996.59|1998.89|So you were married then after the Depression.
1998.97|2001.45|Yeah, that was one of the things that I saw.
2001.47|2005.62|These fellows getting married during the Depression, they didn't have anything in their homes.
2005.64|2010.29|They'd get in an old house someplace and have apple boxes with curtains on and so forth.
2010.31|2015.73|Well, I was brought up in a good home, and I said, "I'd never want to marry a girl and take her into a deal like that."
2015.85|2021.12|And I didn't have the wherewith to start a home.
2022.06|2023.76|So you intentionally didn't marry then?
2023.86|2028.89|Intentionally didn't get married until I... Good job the depression didn't go on a long, long time.
2029.03|2031.79|A couple more years.
2031.97|2033.52|I had one brother who never did marry.
2033.54|2034.12|He's a schoolteacher.
2034.14|2035.22|For the same reason, I suppose.
2035.84|2037.06|Yeah, he was a schoolteacher.
2037.12|2038.74|He never had enough money to get married.
2038.76|2044.25|Well, this other lady I was interviewing said that a lot of people were engaged for a long, long time just because they couldn't afford to get married.
2044.29|2045.49|I had a brother who was engaged for eight years.
2045.51|2046.21|Is that right?
2047.07|2048.51|Just couldn't afford to get married.
2050.51|2052.02|The other thing I wanted to know was about
2052.23|2055.38|what they did with their spare time, what you did socially.
2057.98|2067.71|Well, it's funny, even before you've gone here, when you get older, you think about things that come back to me.
2067.73|2080.16|When I was home on the farm, again, in the wintertime you're tied up, about four of us neighbor young gang would get together and we'd,
2080.9|2086.25|one house after the other would, this was stag, put on a party, stag party.
2087.23|2095.29|A couple of them were bachelors, the people were away on holidays, and we'd go there and play poker.
2096.33|2097.91|Used matches, a penny a match.
2098.11|2099.57|You didn't have that many pennies.
2100.63|2102.06|Sure, the Orsted boys.
2102.08|2104.82|The Orsted, a homemade beer?
2104.84|2106.54|No, we didn't drink at that time.
2106.6|2109.85|That was before beer came into being, before liquor came.
2110.16|2111.69|Those parties were dry.
2112.23|2115.53|Ice cream party and make cake and ice cream and all.
2115.55|2118.09|That's what we young fellas used to do.
2118.11|2122.2|And nobody made any, any, what do you call it?
2122.22|2122.64|Homebrew?
2122.82|2123.9|Yeah, homebrew.
2124.02|2124.82|No, not then.
2125.04|2126.58|Well, my dad always made wine.
2126.94|2128.82|My dad always made a barrel of wine every year.
2129.24|2129.66|And beer.
2130.95|2135.43|Well, then I started making beer, but that was in the 30s when we started making beer.
2136.01|2139.51|Yeah, in the years, when I was home on the farm, we made our own beer.
2139.97|2145.83|two cents a bottle for costs, and cost made beer just as good as you buy today.
2145.97|2148.49|Is that right?
2148.51|2149.72|Yeah.
2149.74|2153.38|So, and what did other people do for entertainment?
2153.4|2155.2|You know, there must have been a lot of men who were on it.
2155.22|2157.64|Now, you're talking about the Depression years, not before.
2157.66|2160.07|Yeah, I just want the Depression years.
2160.27|2161.49|Yeah, the Depression years.
2162.29|2163.69|You had schoolhouse dances.
2165.73|2168.99|As you know, every six miles through the country, there's a schoolhouse,
2169.23|2183.91|something like that. And a schoolhouse dance, and it would cost you 35 cents, and somebody put it on and paid the guy with the violin or the organ, whatever it was, and you had a lunch and everything for 35 cents.
2184.39|2186.89|That's more darn less than you could shake a stick at.
2187.03|2188.11|And I suppose everybody went.
2189.49|2195.1|Well, all the young people, oh, sure, they were always plugged, no matter how cold it was or how much snow it was.
2196.3|2197.66|You'd get there in the wintertime.
2198.76|2201.7|And then the small towns have a dance.
2201.76|2204.71|Maybe once a month you'd have a dance in your small town.
2204.75|2207.31|That was your entertainment.
2207.33|2208.21|And you had radio?
2209.66|2213.9|Yeah, we got a radio about 1923, I think, the first out.
2213.92|2222.63|I remember one dad, his dad came home one day with a radio with just headsets, and we used to put it in a bowl, and then we could all hear it.
2222.65|2223.66|In a bowl?
2224.16|2225.64|Open and amplify it, I suppose.
2225.66|2226.64|Yeah, like a big bowl.
2227.72|2229.8|What do you have those big bowls for?
2229.86|2230.48|Making bread.
2231.2|2235.13|Big ceramic bowl and put it in there and it echoed out.
2235.17|2238.05|That sounds like sitting under the towel to watch the TV.
2238.97|2242.38|I remember when they first came out the TVs were so snowy and you couldn't see them.
2242.4|2243.66|You had to sit with a towel over.
2243.96|2246.32|No, I've never experienced that.
2246.43|2247.55|Well, we're in the city here.
2247.57|2251.73|We always have pretty good reception.
2252.08|2256.65|Yeah, radios come out, and you'd listen to David McKee and Molly.
2257.53|2259.33|You read, you did a lot of reading.
2259.35|2268.08|I've seen at home, when I was home on the farm that winter, everything was read in the house.
2268.14|2270.52|You didn't have a library like this, you know.
2270.54|2273.38|You'd get a book from the neighbor, and you'd read it.
2273.97|2274.7|Pass it along.
2276.11|2279.83|Did the men who were unemployed, did they have a problem with their spare time?
2281.07|2289.59|They went out, and at that time we probably had 80 or 90,000 farms in Saskatchewan.
2291.25|2296.54|And the farmer was paid $5 a month to keep this fellow out there.
2296.56|2301.25|So the farmer, if he had a room, he'd get one of these men out there.
2301.27|2302.11|And did they pay you?
2302.13|2306.68|And that fellow, he was lucky if he got the $5, you know.
2307.6|2308.56|But he got room and board.
2308.58|2309.3|The farmer got paid.
2309.34|2314.69|He got room and board, and he kept busy, you know, something to do.
2315.03|2319.84|And everybody else was doing the same thing, you know, so it wasn't that bad.
2320.8|2324.6|Do you know anything about what they did for medical care?
2326.65|2330.19|Was there any medical aid or things for these people?
2330.21|2333.64|I never knew of anyone dying excepting one woman, a neighbor woman.
2333.66|2335.62|I had about probably her.
2336.39|2344.88|10th or 12th baby, and she died from childbirth. Just a neighbor a couple miles away.
2344.9|2349.43|I never knew of anybody dying from want of medicine.
2349.63|2351.69|Did they have a doctor and a nurse?
2351.71|2355.75|We had a doctor at Griffin, which was 10 miles away, but that wasn't our town.
2355.91|2359.24|Mydale doctor was the one that would come out.
2360.3|2364.1|But for a doctor to come to the farm in the wintertime is almost unheard of.
2364.78|2366.7|So you did most of the doctoring yourself?
2367.12|2370.18|Oh, yeah.
2370.32|2372.79|I remember sticking a fork into my foot one time.
2373.31|2376.41|A few hours I had blood poison.
2376.43|2379.76|But you had some home remedy and you cured it.
2379.78|2382.66|So one of the more people didn't die, didn't you?
2384.82|2391.17|I remember that one was hot coals in a pail and throw some wool rags and put a blanket over and put your foot in.
2391.57|2393.75|I don't know whether it's the heat or the smoke that...
2393.99|2397.59|I remember doing it.
2397.79|2400.39|I stuck a nail in my foot and I can remember they had to soak it.
2400.42|2403.5|So it wasn't supposed to be the same thing.
2403.52|2404.48|Well, in fact, you didn't.
2404.58|2405.68|Yeah, well, they'd be contaminated.
2406.08|2409.53|I remember this was in the summertime, too.
2409.55|2411.09|I had an attack to appendicitis.
2411.11|2414.36|That was that summer when I was home on the farm about 33.
2414.96|2416.76|I was out pitching bundles folded over.
2416.78|2418.44|I had such a pain in here.
2418.46|2421.01|Later on, for a couple of days, one whole day later,
2421.47|2424.26|in bed putting cold irons on there.
2424.44|2426.06|That was supposed to be good for it.
2426.4|2427.54|Oh, it went away.
2427.58|2435.19|I've never had an operation of this game.
2435.43|2439.03|I never heard of anyone dying for want of medicine.
2439.65|2441.99|Did you have soup kitchens and that kind of thing in your town?
2442.19|2442.53|No.
2443.13|2444.07|It was too small.
2444.09|2444.39|No.
2444.86|2448.72|See, small communities had a big advantage.
2448.74|2450.84|Everybody sort of looked after everybody.
2451.24|2451.86|What, shared?
2452.47|2454.07|Food and that sort of thing?
2454.09|2455.07|Well, I don't know.
2455.11|2457.37|If you saw somebody that needed help, you helped them.
2457.99|2460.24|That was...
2460.26|2464.8|So you don't think the government did much, really, then, to alleviate any of the problems?
2464.82|2468.19|They didn't... Well, the municipalities handled it.
2469.83|2473.57|You could get help, financial help, from the municipalities.
2473.59|2476.4|Well, they sent in salt fish and apples.
2476.58|2477.84|Oh, yeah, the government sent... From the east.
2477.9|2478.6|From the east.
2479.12|2480.64|Did everybody get that?
2480.76|2482.31|Oh, yeah.
2482.81|2484.49|The mother said, I don't want any.
2484.71|2487.62|The storekeeper said, you get in there and get your box of apples.
2488.42|2489.54|You're entitled to it.
2489.56|2490.42|It's for everybody.
2490.74|2491.28|Is that right?
2491.3|2495.13|The mother very reluctantly took a box of apples.
2497.24|2498.8|If you were self-sufficient,
2499.98|2501.54|You lived on a farm.
2501.58|2503.2|You could basically survive.
2503.86|2504.37|You had a cow.
2504.39|2510.28|You didn't have much money, but you could sell your eggs, you could sell your odd chicken, you had your vegetables, you had your meat.
2511.36|2513.32|So you bought a little sugar and a little salt.
2514.02|2517.35|But if you lived in town, you were on relief, period.
2517.99|2520.65|But it goes back again.
2520.85|2525.68|The guy took 100 pounds of flour home and a half of pork for a couple of bucks and a
2526.67|2528.3|They got through the winter somehow.
2528.42|2533.1|But they didn't allow, I mean, anybody who owned a store didn't allow much credit, did they?
2534.2|2536.39|Oh, yeah.
2536.43|2539.83|They did up to a point where it would hurt them.
2539.85|2540.81|And then they cut them off.
2540.85|2541.76|Then they cut it off.
2541.78|2543.02|Yeah.
2543.22|2545.12|Small towns, small communities.
2545.7|2548.84|It was the same with neighbors.
2548.93|2556.28|We had neighbors, well, this was even before the Depression, that didn't have feed or anything for their animals, and we were -
2556.9|2559.46|The guy wanted to know if he could get a load of straw.
2559.64|2562.92|Well, he came up there with a team of horses that could hardly pull the empty sleigh.
2563.86|2565.91|And they were so hard up for feed.
2566.59|2569.41|So dad said to us, boys, well, load them up a load of straw.
2569.43|2569.97|Brought it in.
2570.37|2573.63|Then he said to another one, he said, "Hitch a team of horses on and pull them home."
2573.65|2574.73|He was two miles away.
2575.59|2577.41|But you help people like that.
2577.61|2581.22|And maybe throw some oats in, too, so that he could feed his horses.
2582.98|2586.26|It must have been awfully desperate for people, though, who had big families.
2586.73|2587.37|No job.
2587.43|2591.88|Yeah, of course, there again, as I said, our home never suffered that way.
2591.9|2593.7|We're one of the...
2593.72|2596.46|But you did help other people, didn't you?
2596.48|2597.42|Oh, yeah, you're sure.
2597.96|2599.34|I always helped other people.
2599.44|2602.97|So there was a sense of community and a sense of closeness more than there is now.
2603.69|2604.91|Oh, very definitely.
2604.93|2605.87|It was so different.
2606.93|2610.39|I can remember this neighbor lady that I got when mother was sick.
2611.73|2612.95|And this after dad was dead.
2613.78|2616.0|They were going to sell out, go back to Illinois.
2616.64|2617.92|And her son took sick.
2617.94|2621.0|She just had the one son who was about my age.
2621.02|2627.95|So she asked if I'd come up and get them ready for an auction sale, all their livestock and machinery and everything.
2627.97|2630.29|And I went up there and I worked like a slave.
2630.31|2633.22|Besides doing the chores at home, then I'd go up and work there.
2633.26|2638.5|And I got all our horses trimmed up and dressed up for the sale and everything arranged.
2638.52|2640.67|Got neighbors in and we dug out the machinery.
2640.71|2645.71|And all the while, she kept saying, oh, Linda and I don't know what I'd do without you.
2646.17|2649.53|I will pay you a bell, she'd always say, I will pay you a bell.
2649.81|2651.71|When I was all over, she'd give me a $5 bill.
2651.83|2653.95|I'd worked up there about 10 days.
2656.06|2656.86|Well, she did that.
2656.88|2657.36|But you felt good.
2658.12|2659.88|Well, it didn't hurt me.
2659.92|2660.1|No.
2660.52|2671.47|Another neighbor, almost in the same direction, he was a bachelor, and he got me to come and take his horses in off of the prairie and trim them up and everything.
2671.49|2673.38|He always used that term.
2673.39|2674.36|He's a Scandinavian.
2674.42|2675.72|I pay you a bell, I pay you a bell.
2676.27|2680.78|He gave me a mahogany table about that big.
2680.8|2682.38|That was the pay I got for it.
2683.38|2688.69|So do you think people did a lot of trading then?
2688.71|2695.74|Sort of like barter, rather than paying cash for things, they'd bring barter or whatever?
2695.84|2699.15|No, I never saw any of that go on in the small towns, really.
2699.41|2702.93|Well, the barber in Mydale, he's still living.
2702.95|2704.35|He's over 100 years old.
2704.94|2706.04|He would do that.
2706.12|2717.6|He would trim hair for butter, or cream, or potatoes, or eggs, what have you.
2718.1|2721.51|But you're out on the road, and you had to pull in someplace for two or three hours.
2721.55|2722.83|You're afraid to be out on the road.
2723.45|2727.16|You couldn't see the length of a car in front of you.
2727.98|2729.92|And that would go on for days, I suppose, wouldn't it?
2729.94|2731.84|Day and night sometimes, yeah.
2731.86|2732.92|Did that affect people?
2735.05|2739.03|No, you got accustomed to being dirty all the time, you know.
2740.53|2745.76|I can remember working in Shaunavon in 1936.
2747.72|2751.74|And we were overhauling the power line that runs from Shaunavon to Assiniboia.
2752.2|2754.53|And we would go out every morning, a nice bright morning.
2756.01|2764.6|And by the time the sun got up good and it got hot, the wind would start up and by 11 o'clock in the morning you had a hit for cover.
2764.78|2767.72|It just seemed to create a draft, you know.
2767.74|2769.95|It'd come all the way from Lethbridge down.
2769.97|2772.31|The whole country was like a desert.
2773.72|2775.6|And they said, "Well, it's finished.
2775.62|2777.04|It'll never grow anything again.
2777.1|2780.41|The whole country is just..." Gophers starved to death.
2780.43|2782.01|It was that bad.
2782.03|2783.31|Birds starved to death.
2783.45|2785.36|Yeah, because nothing grew, I guess.
2785.5|2788.98|Nothing grew except in Russian pistols, and they'd get about so high.
2790.72|2792.16|But it did rain sometimes.
2792.36|2795.94|Well, and it started raining, and they grew 20 crops in a row after that.
2795.96|2797.57|Well, of course all it did was just shift.
2797.91|2800.71|They had missed just about 20 crops, too.
2800.73|2804.71|They kept trying to grow crops, but couldn't make it.
2804.73|2818.75|Did you find that there was any prejudice around in your area, like people who had immigrated into, you know, people from Europe or different places, that people feel that there was enough to go around or not enough, and they weren't willing to care?
2825.51|2833.41|I don't know what you refer to when you say prejudices, people coming in from outside communities.
2833.81|2838.91|That was a normal thing, people moving around from areas, you know.
2838.93|2844.46|We were almost a strictly American Eastern Canadian settlement there.
2844.48|2851.66|And the first that we saw of anyone that had any, what we call foreign blood in them,
2853.27|2855.98|They would be from German extraction, I guess.
2856.24|2857.9|They came in from Maple Creek.
2857.92|2861.22|They had gone out in that area, and they totally dried out.
2861.28|2864.27|But they were some of the ones that came through with horses and wagons.
2864.85|2868.53|They'd come into our district, and if there's a vacant farm, they got on it.
2869.7|2876.88|And people, you know, you come there one year, there's one, and three years, there's a half a dozen more.
2877.44|2881.48|So they finally come in, and now basically that's what's in the community.
2881.5|2883.16|Did people resent them coming in?
2883.18|2883.39|No.
2883.51|2883.77|No?
2884.17|2885.71|They treated them just the same as...
2887.11|2889.29|It was one of the things you accepted.
2889.31|2891.88|You felt sorry for the guy, you know.
2892.54|2895.3|It sounds to me like there was a real sense of neighborliness then.
2895.76|2898.58|Well, there had to be a case of survival.
2899.02|2901.61|That's how you did it.
2901.93|2906.77|Do you remember the church being very involved in any of the volunteers or anything?
2906.79|2906.85|No.
2907.41|2912.09|The church paid no attention to it whatever.
2912.97|2919.54|They had no, now I couldn't speak for, well I can speak for Estevan too.
2919.56|2925.12|I never saw anything organized there really, or Weyburn.
2925.14|2927.11|We're in a small community in Halbrite.
2927.2|2929.23|We're the only church between the two places.
2929.79|2936.99|But there's never anything done for the poor or anything, not like we're doing today.
2937.21|2963.15|in any of the churches there of course i suppose the churches is you know the people in the church didn't have any money either so i suppose that would be well the church is the people put it that way. Yeah do you remember when it started to get better well yes about 1942,
2965.34|2967.85|let's see.
2967.87|2969.31|So after the war started, eh?
2969.35|2970.83|When the war started, yeah.
2970.85|2973.58|Then you could see things starting to pick up a little bit.
2974.2|2979.3|Did a lot of the young men go into war because they hadn't had a job, do you think?
2979.32|2980.7|Oh, yeah, that was a...
2981.42|2983.3|just like that, into the Army.
2983.64|2985.55|Because it was a guaranteed wage.
2985.57|2987.07|Then relief was cut off.
2987.09|2988.27|It was harder to get relief.
2988.45|2989.41|Well, they cut off relief.
2989.43|2991.47|Married men and everybody into the Army.
2992.77|2994.96|I never joined the Army on the account of that.
2995.06|2996.52|I was a tradesman.
2996.54|2999.68|I was a journeyman electrician.
2999.7|3003.43|And I could have gone into the Navy with a ranking.
3003.91|3005.87|And then I was just married two years.
3005.95|3007.37|And Phyllis and I talked it over.
3007.39|3011.29|And I was tied to my job.
3012.1|3015.99|But you said they cut the relief off as soon as the war started?
3016.31|3018.63|Well, not immediately, but it soon followed.
3018.65|3020.43|In other words, as a means of getting people into the army.
3020.47|3021.8|As fast as they could mobilize.
3021.82|3022.76|Is that right?
3022.82|3024.68|Do you remember them having conscription?
3026.16|3026.58|Oh, yeah.
3026.62|3028.75|Well, I was up for conscription.
3029.81|3031.81|What did people feel about that?
3032.57|3033.91|That's the way it should be.
3033.93|3034.69|Is that right, eh?
3034.83|3035.33|Oh, yeah.
3035.35|3038.48|There weren't people, they didn't oppose to the idea of conscription at all?
3038.54|3039.76|No, I never heard anyone.
3040.32|3040.4|Huh?
3040.42|3042.48|Because it was so different than that in the East.
3042.66|3045.07|A lot of people were really, really opposed to conscription.
3045.09|3049.61|Well, of course, well, we had a war just before that.
3049.65|3056.74|The World War was only 20 years old when this one - had ended, only 20 years when this one, like the one that started.
3057.11|3060.25|You know, a lot of patriotism.
3060.27|3060.67|Down here.
3062.45|3065.24|More so than there is today, I think.
3065.44|3066.5|Although we don't know.
3066.52|3068.78|If a war started in ... you'd probably see it.
3068.8|3071.57|Yeah, but I think they had more links to Britain then.
3071.61|3078.89|People felt more, because Britain was at war, that Canada should go at war, too, because it was that tie.
3079.29|3081.26|I don't know if they would now.
3081.28|3083.0|Canada's much more independent.
3083.02|3087.0|Well, a lot of them probably.
3087.66|3089.47|We haven't got unemployment yet.
3089.49|3091.47|It's not bad yet.
3091.97|3096.91|If you talk about unemployment, I'll get back to that when I was in Saskatoon in the spring of '31.
3097.04|3104.92|I saw lines of traveling men, travelers, taken off of the road.
3104.94|3106.79|I don't know if they still have them or not.
3107.67|3112.71|The guys that used to go from town to town and take orders for things and sell things.
3112.73|3113.79|Like traveling salesmen.
3113.83|3115.54|From the wholesale houses.
3116.26|3120.44|I've seen lineups, two abreast, three city blocks long
3121.25|3129.5|waiting to get lined up down to the employment office, or else the relief, where they got relief.
3129.52|3131.14|That was the first guy that suffered.
3131.16|3136.93|It was a fellow that was not out producing anything, you know.
3137.07|3137.91|He went first.
3138.63|3142.1|Now, I wouldn't be surprised to see that come again right now, you know.
3142.12|3143.58|They talk about unemployment now.
3143.6|3146.16|I said, "No, that's..."
3146.19|3150.51|I don't call that unemployment what we've got now, not what I see.
3150.71|3172.35|it's conditions are so bad for it now. When I went into this small town of Tompkins to build a power line in the fall of '33 in that small town there were about 300 maybe 275 300 people living there, and I went in there by myself.
3173.66|3175.98|And now I have to get a crew of eight, ten men.
3176.74|3180.67|I could have picked up 30 young men just like that in that small town.
3180.71|3182.25|Good young men.
3182.27|3185.49|I had to almost fight them off to keep them from working.
3186.31|3191.94|Did the government, when did they start putting the power into these towns?
3191.96|3195.04|When did the government take over the Power Commission, did you say?
3195.06|3200.11|Well, the Power Commission started in 1928.
3200.41|3208.86|Do you think that they persisted with this and went through and took over all these corporations as a means of employment?
3209.32|3212.3|No, it was sort of a natural evolution.
3214.02|3215.6|It's funny you should ask that question.
3215.66|3218.19|I just finished reading a book by Clinton White.
3218.21|3219.75|He's a university professor.
3219.79|3220.19|Do you know him?
3220.85|3224.47|I want to phone him and congratulate him on that book.
3224.55|3224.93|I read it.
3226.67|3230.4|I knew most of the people involved right from the time it was formed.
3231.0|3240.51|But I wasn't involved, like he explained, all the things that went on between the private companies and the Power Commission, and how it all came about.
3240.91|3241.91|But it all happened.
3242.21|3246.62|Whether in Alberta they didn't have a power commission, the same thing happened in Alberta.
3246.64|3248.06|It's happened here.
3248.42|3250.04|Sort of a natural evolution.
3250.18|3255.24|Invention, economic conditions, and everything got right for it.
3255.26|3257.53|And it needed to be done, so they went ahead and did it.
3257.67|3260.37|It needed to be done, and they got new methods.
3260.53|3264.88|were evolved through the years, and it all came about.
3264.96|3270.59|Tommy Douglas always said, you know, we give all the foreigners power.
3271.38|3276.43|Well, we'd have got power no matter if they were liberal or conservative.
3276.47|3279.81|What government was in Regina?
3279.85|3280.96|When they took over,
3281.61|3283.67|The CCF had just come in.
3283.79|3286.84|They came in in 1942, I think, when they came in.
3287.02|3290.59|No, but who was in power over the Depression?
3291.97|3294.45|Oh, the Anderson government came in.
3294.67|3298.86|That was a Conservative, or what did they call them, a united government.
3298.88|3299.48|Progressive.
3299.5|3300.46|Progressive.
3301.72|3303.02|They lasted four years.
3303.53|3309.05|They came in when things were just starting to get bad, and then they just
3309.22|3313.12|gotten worse and when they went out they never got a seat in 4 years.
3314.0|3317.29|Now that tells you that people are blaming the government.
3317.79|3326.13|You remember hearing about Bennett just before the election he promised a whole lot of things like employment insurance and all these kind of things?
3327.16|3336.96|Well as I say we were not as informed then but I can remember that he was supposed to when he came in he was going to turn the whole world around you know.
3337.48|3339.49|And in four years, nothing happened.
3339.51|3341.19|So people just gave up?
3341.25|3342.29|No, just like that.
3342.31|3345.94|But nothing happened after the Liberal government came in either, did there?
3345.96|3348.16|No, it was the same thing.
3348.18|3349.86|It stalled, stalled.
3349.88|3352.75|They couldn't find answers until the war came.
3353.21|3355.95|I always say, give Hitler credit.
3356.61|3365.25|He put a stop to the Depression in North America, starting that war, and that made work.
3366.04|3372.56|And from there we come back and we build up and now we've hit another dead end.
3372.84|3373.97|We'll probably have another war.
3374.39|3375.19|We could see it.
3376.27|3378.03|You could see this dead end coming.
3379.73|3382.03|I could see it for the last five years.
3382.17|3385.82|I've said there's too much of everything.
3389.34|3392.48|We've out manufactured ourselves.
3393.95|3396.85|It's all right to obviously, well, people should buy more cars.
3398.57|3401.32|Yeah, you can only use so many cars.
3402.78|3409.13|But I could see it in my own uneducated way in Regina here.
3409.67|3415.38|The use car lots, plug full, plug full, wherever you go, every small town, Weyburn, Estevan.
3416.11|3426.11|The towns in between, all plugged full of used, good-used cars, not junk cars, good-used cars, so they reach the saturation points.
3426.14|3427.14|Go through the stores.
3427.18|3433.46|The stores are plugged so full of merchandise, and they're still packing it in there more and more all the time.
3434.54|3437.81|Our own home here, the clothes closets, everything plugged right full.
3437.83|3438.99|You couldn't put any more in.
3439.83|3444.91|That's different than during the Depression, too, isn't it, because people tended to value things more?
3445.16|3446.32|You don't keep them longer?
3446.53|3449.09|Well, everybody does as the Joneses do.
3449.11|3450.45|You wore the same suit.
3450.47|3455.74|This fellow said her dad probably wore the same overcoat for 10, 15 years.
3456.94|3459.62|Today, if a guy did that, you'd say, "What's wrong with that guy?
3459.64|3461.0|He can't buy a new overcoat."
3461.02|3464.15|But nobody else is doing the same.
3464.33|3465.95|Sure, everybody else is doing the same.
3467.09|3467.55|Except you.
3469.97|3471.32|You were living very well.
3471.62|3473.82|Well, I didn't live extravagantly.
3474.49|3488.91|I say now, though, in those years when I was a migrant lineman, I had a suitcase, a club bag, and I could put the rest of the stuff in a carton that I owned.
3488.93|3490.71|You kept yourself down to the basics.
3490.73|3493.68|You always had a good suit, an extra pair of pants.
3494.04|3496.58|You didn't have two jackets.
3496.6|3498.53|When you wore the pants, you wore a sweater with it.
3498.79|3501.6|That's easy to pack, you know.
3502.28|3505.62|And a good pair of dress shoes, and that was, that's all.
3506.14|3509.19|Yeah, nobody had any frills or anything, they just had the bare necessities.
3509.21|3511.57|That's right, and that's the way you lived.
3511.59|3517.64|Do you think that living during the Depression has affected anything that you do now?
3518.04|3518.46|Everything.
3519.62|3519.82|How?
3520.4|3520.76|Save.
3522.83|3523.29|You save.
3523.53|3526.79|I'm still frugal on everything I do.
3528.14|3532.0|And that was just because you were, that was the way you did.
3532.06|3535.12|And you saved during the depression.
3535.14|3537.99|Sure, I saved during the depression when things were tough, I saved.
3538.01|3538.95|You always save.
3538.97|3545.82|So that was just sort of a form of, your form of security, your way of handling that. In case you got laid off or something like that, was it?
3545.84|3546.86|Yeah, that's right.
3546.88|3549.9|Same when I started my own business, when I started contracting.
3550.98|3553.72|I always never went ahead until I
3555.19|3557.87|until I saw the finances on my own.
3557.89|3562.06|I didn't go to the banker and say, here, I've got to have $10,000 to do this or that.
3562.16|3566.42|I'd wait until I had the $10,000, and then I'd make my move.
3567.08|3573.05|In other words, you never knew when it was going to stop all through the 20 years that I contracted.
3573.07|3577.66|We were contracting for the government here, and they were building up and building up and building up.
3577.68|3582.22|And they almost had us out of business, building up their own forces.
3582.71|3600.59|and until the government changed.
3606.83|3619.21|We were contracting for the government here, and they were building up and building up and building up, and they almost had us out of business, building up their own forces until the government changed.
3621.16|3624.57|And then I was burnt out by that time, and I quit just from...
3624.66|3625.62|patcher.
3626.49|3631.83|But in other words, you got so that you didn't depend on the government for anything to provide any of the security.
3631.97|3638.88|So it didn't matter to you whether you had unemployment insurance or old age pension or all these kind of things then because you figured you would save and look after yourself.
3638.9|3641.83|I did that for myself because I'd always looked after myself, yes.
3643.21|3645.69|And I think we'd be better off if we had more of that now.
3646.37|3646.89|I agree.
3646.91|3648.94|I think the government's taken over too much of that.
3649.0|3653.74|When a person comes to a job and the first thing he asks is, what's your pension system here?
3654.38|3657.28|he's looking for something to ride on right there.
3657.86|3662.65|Although a lot of the jobs now you can't, you're not able to save, I don't think.
3663.13|3671.68|Well, then I'll use an old corny saying, it's not the, today the problem is not the cost of living, it's the cost of the way we live.
3672.42|3674.0|It's the big thing.
3674.06|3679.47|We all have our expectations so high that, and you can get that way.
3679.87|3683.37|And the same person that is that way, if they had to, they could go back to the
3683.71|3691.34|The house with apple boxes and cans and pans just enough to get along with a human is a funny creature, you know.
3691.68|3696.22|You can do with luxury and you can do with the bare necessity.
3696.98|3698.76|I saw some of that during the Depression.
3698.82|3702.49|I saw a farmer just out of our hometown that always rode high and mighty.
3703.19|3712.12|When things got tough, he really got out and drove a team of horses in the field, wore overalls when he was a man 70 years old.
3712.3|3713.58|This was out of necessity.
3713.66|3723.18|He did it very humbly and he was a better citizen in a small town then than when he was when he was riding high and mighty.
3723.24|3736.99|Were there very many people in a town who, like were there opportunists who took over other people's farms because they had the money, bought up property and businesses or anything like that?
3737.1|3741.33|Really never saw it in those days, not when I was...
3741.53|3744.91|So everybody in town was in the same fix then?
3745.76|3754.23|The only people, farmers, they would be mortgaged with a mortgage company, and I guess they still are today in the same way.
3754.27|3764.74|Maybe much worse today because it's so easy to get money today from the government and what not to keep agriculture alive.
3765.49|3774.2|Agriculture, as I see it, having lived here all my life, is a struggle from day one, and it's still a struggle.
3774.42|3778.13|There's a few that get on top and really make it.
3778.15|3785.3|All this high-priced land and everything, it's not that the land is worth that much.
3785.32|3787.84|It's people with so much money, they don't know what to do with it.
3787.86|3791.09|So they say, I'm going to go and buy a couple sections of land.
3791.49|3793.51|How big would the town be that you were in?
3794.05|3798.72|Oh, when we came to Halbrite in 1907, it was about 700 people.
3798.78|3803.09|No, but in the 30s, when you were, where were you in the 30s?
3803.33|3805.85|Yeah, well, Midale was about 250 people.
3805.91|3809.94|That was my headquarters for a small town.
3810.24|3812.2|No, I didn't have general stores.
3813.62|3817.51|I had one general store.
3817.53|3819.03|You could buy a suit of clothes there, maybe.
3819.28|3821.28|So you did all your dealing right there in town.
3821.3|3826.25|Basically, you went to Weyburn and Estevan for those things.
3826.27|3827.21|Did they use the candles?
3828.45|3829.81|Did they use Eaton's candles?
3830.45|3830.64|Oh, yeah.
3830.66|3841.55|I saw Dad one time, about 19 or 20, had made up a big order for our winter clothes.
3841.57|3846.47|He went to town and came home, and here he had the order.
3847.2|3849.14|Everything, except one or two things.
