start|end|text
2824.63|2826.85|I had met him in Iowa.
2826.87|2830.62|So I went off to their farm.
2831.08|2832.8|I didn't know where I was going.
2832.9|2835.48|I was just out scouting around.
2836.37|2843.14|So I went out to their farm, and they were in the process of haying, right in the start of harvesting hay.
2844.06|2852.19|So I helped them a bit for a few days, and I told them that I'd like to get a job welding a thrashing machine, because I was an experienced separator operator.
2854.59|2862.82|And they told me, well, there's a fellow out north of town with the greatest thrasher in this country.
2862.84|2864.89|He's had a reputation for years and years.
2866.45|2867.89|Well, I said, "I'll go out and see him."
2868.09|2870.57|I had the courage and the nerve.
2870.59|2872.09|I was self-confident.
2875.64|2877.84|station to gas up before I went out there.
2877.86|2881.3|And the fellow noticed I had an Iowa license on me.
2881.32|2882.22|He asked me what I was doing.
2882.26|2884.43|I said, "Well, I'm harvesting."
2884.45|2886.87|He said, "Where are you harvesting?"
2886.89|2891.01|Well, I said, I'm going to go out and see if I can get a job running a Martin-Twight separator.
2892.29|2893.56|Martin-Twight separator?
2893.96|2894.7|I said, "Yes."
2896.34|2898.52|Well, he's the best flasher in the country.
2899.08|2900.16|They never stop.
2900.18|2903.35|Once that machine starts in the morning, it never stops till night.
2904.36|2907.06|Well, I said, that's the kind of an outfit I want to work on.
2907.18|2908.84|I used to run one like that.
2908.88|2909.73|We never stopped.
2909.79|2911.23|There's such a munch all night.
2911.25|2913.87|We bet that we wouldn't have any trouble during the day.
2914.57|2924.75|However, I went up there and when I got to Martin Twight's Scandinavian fellow, well, he said, "It's too bad."
2924.77|2925.95|He said, "You didn't come sooner."
2925.97|2929.52|I just hired a fellow for yesterday.
2930.06|2935.42|And he said, "I'll tell you what, we're going to make a trial run here on Saturday."
2935.44|2940.31|We've overhauled the machine, and we're going to make a trial run on Saturday.
2940.33|2945.11|So you come on back over on Saturday and we'll just see how things go.
2946.43|2949.64|Well, as it was, I got there on Saturday, and the other fellow didn't show up.
2950.2|2951.8|So we harnessed up the machine.
2951.88|2957.48|When you say harnessed up the machine, that means putting all the belts on and getting it all ready to operate.
2958.78|2965.45|And we got riled out of that steam engine, hooked onto it, and we started thrashing.
2965.55|2974.9|It hadn't run for five minutes, and all of a sudden, bang-a-dee-bang, the pieces started flying around, and here a conch came.
2974.96|2980.84|That's the thing with the teeth on that really does the thrashing.
2980.86|2985.01|It dropped out of place, ran through the machine, and got into the blower.
2985.07|2986.67|Well, the blower is a great big thing.
2986.69|2988.63|It takes about 20 horsepower to turn it.
2989.79|2992.34|And it really just hammered things to pieces.
2994.38|2998.19|So he said right away, he said, "You fix up the front end, I'll fix up the back."
2998.77|3003.25|Well, it took us about two hours, and we had the machine going.
3003.27|3004.99|When we got going, he came back to me.
3005.01|3007.28|He said, "I think they get along all right."
3008.68|3010.3|And I was hired right then and there.
3022.3|3026.32|Well, that was an experience, anyway, for a young fellow.
3026.36|3032.25|This is what the fellow in the service station said, a kid like you run Martin-Kweitz out to a separator?
3032.37|3034.23|I said, "Huh."
3034.27|3038.35|Oh, he said, "You're too young for a job like that."
3038.53|3043.84|Well, Martin-Kweitz, the other one, the engine, and I were on the separator.
3043.86|3049.69|We ran for 30 days straight, went drive-by through Sundays and hours.
3049.71|3052.05|We averaged 12 hours a day valve time.
3052.64|3057.76|That meant that that machine had to be, the belts had to be turning 12 hours a day.
3059.59|3065.51|And I want to tell you that every night I worked until midnight lacing belts and getting everything ready.
3065.59|3069.32|He said, "You just didn't stop during the day when that machine started."
3069.48|3072.22|He says, I don't want that machine to stop.
3073.3|3080.11|But in the 30 days, I had a 30-minute tie-up.
3080.19|3080.57|Just once.
3081.39|3084.4|And the engineer, he had an hour and a quarter.
3085.24|3089.04|Something went wrong with his governor on his engine.
3090.89|3097.49|But sleeping in a haymow with a horse blanket was the only coverage that you got.
3097.75|3108.65|I used to take my clothes off and I'd shake the dust out of them, put everything back on with my high-top boots, take the little straw under my head for a pillow,
3109.15|3114.56|and lay down on the hard floor and cover myself up with a blanket.
3114.58|3123.09|Well, after about three, four hours, the boss would come, and his way of calling was, Daylight in the swamp, boys!
3123.61|3125.71|Daylight in the swamp!
3125.73|3130.32|Well, after laying on that hard floor for three, four hours, you were ready to get up and go.
3131.3|3137.5|This would be about maybe 4.40 or 4.45 at night when he'd be awakened.
3137.89|3141.17|The machine had to be running by 6 o'clock in the morning.
3141.19|3145.96|Oftentimes, you'd be out there a couple of little later in the evening.
3145.98|3147.36|It would hardly be light when we started.
3148.42|3152.42|So that was it as far as thrashing was concerned there.
3152.86|3155.43|I finished with that, and then I went over to my uncle's place.
3155.45|3162.25|They had a machine, the same kind of machine, and it was sort of a compound.
3162.35|3166.6|It was in one heck of a shape, and they asked me to run
3171.74|3176.63|cleaned it all up, relaced all the belts and everything.
3176.65|3179.79|And when we started thrashing, the machine never stopped.
3179.85|3181.45|It just keeps going all day long.
3181.47|3183.37|And these fellows, they couldn't figure it out.
3183.39|3190.64|They said, "That machine never ran an hour at one time without something going wrong with it."
3190.66|3194.15|It would have a breakdown or something, a belt would break or something like that.
3194.81|3198.71|But that's how I thrashed 30 days for Triton, and I thrashed
3199.37|3200.87|12 days for that.
3200.89|3208.08|And the previous night I had trashed the Kindergarten for about 20 days, so I really had a long harvest.
3208.74|3211.86|I had a little money in my pocket.
3211.88|3217.01|When we were finished, I packed up and came back up to Canada.
3217.03|3223.99|So, I'll just take a little rest now.
3224.01|3227.4|Well, I headed for Canada.
3232.73|3237.09|Yes, I packed up and came back up to Canada.
3237.11|3244.06|So, I'll just take a little rest now.
3244.08|3247.21|Well, I headed for Canada.
3250.31|3253.98|Now I have to get myself straightened out.
3255.32|3258.63|Oh yes, I just came back up to the farm for about a week.
3259.21|3261.25|Then I went back down to South Dakota.
3262.75|3266.87|And on the way down, I was driving right through the night.
3267.21|3270.86|About daylight in the morning, I fell asleep at the wheel and I rolled my car.
3271.98|3275.16|Well, I was just about the luckiest guy that ever lived.
3275.18|3278.69|I came out of that thing and broke all the glass in it.
3278.71|3284.49|I mean, it was a Model T. I hope you wouldn't realize what it was like.
3285.18|3288.16|Broke all the glass in it, Mike Model, without a cut or a scratch.
3288.78|3291.2|Made a complete rollover and landed up on the wheels.
3292.18|3298.18|But I was able to drive it into Valley City, North Dakota, and there I tied it together.
3298.29|3301.89|I was only about 80 miles from my uncle's place, and I drove on down there.
3303.15|3316.24|And when I got down there, well, I found out there's a power outfit working about 30 miles from there, and they were building a line into Frederick's house where my uncle lived.
3317.46|3325.99|Got my car patched up enough that I was able to drive down to this town, Loyola was the name of the town, see if I could get a job on this power line.
3326.05|3327.61|And the boss hired me right away.
3328.31|3331.49|Second class line, 45 cents an hour, and room and board.
3332.87|3341.88|So, I worked all winter on that job, right through the winter and the millennium.
3341.92|3343.68|The filming on that crew was a
3344.71|3348.89|a little guy about the size of Uncle Wally.
3350.16|3357.18|He was drunk when he hired me, and I think he stayed drunk every day, worked through the winter.
3357.28|3359.02|That was one of the jobs I had to do.
3359.06|3362.07|He'd keep me in to go and rustle a bottle of whiskey for him.
3362.09|3364.29|The country was wild, and he had to rustle a hundred.
3364.83|3369.11|He knew that I was a local there, but I knew where to find things.
3370.34|3378.21|We went up from there, we went to Frederick, and then we moved up to Dawson North before spring.
3378.29|3384.08|We worked on the main northern Pacific line there.
3384.14|3388.32|Not on the railroad, on the power line, putting in power lines, those small towns.
3390.03|3391.11|However, he took sick.
3393.01|3397.09|It used to be three packs of cigarettes a day, that was the rate he spoke.
3398.73|3407.3|And he took sick, and they found himself in the hospital in Bismarck, and he died there.
3407.32|3414.52|So then we got another foreman on the job, and this fellow's name was Bill Oberts.
3414.56|3420.93|Mild-mannered individual, quiet and spoken, but knew his business.
3420.95|3426.05|Frank Reynolds, the fellow that I just told about, he paid no attention.
3426.07|3427.86|He let his foreman in the outfit.
3428.83|3430.51|in many ways.
3431.6|3436.39|But Bill Elbert's around the outfit.
3436.63|3443.02|Then they brought another foreman in by the name of Marion, or Matt, we called him, Matt Huesby.
3443.04|3447.87|And he was a go-getter, a real professional lineman.
3447.89|3452.92|And then we built a big power line across country from
3454.45|3457.35|Thunder up south, further up to Elgin North.
3457.37|3458.75|But what's your no man's land?
3458.81|3463.56|There was a hard-to-get thing in that country, which is hills up to Elgin North.
3463.62|3468.95|And we had our own camping house, but we slept in tents and had cook cars.
3469.39|3474.98|Because at that stage of the game when they had, they brought a boring machine onto the job.
3475.08|3477.9|That was something new at that time.
3478.1|3479.06|1928 this was.
3480.23|3480.83|And
3481.35|3487.03|So they went to operate 24 hours a day, and my buddy Elmer Jones was the operator on it.
3490.38|3494.7|He asked the timekeeper one day, "Who came to get to run that machine?"
3494.72|3497.51|I'll put Jones on a mic and get somebody to run it during the day.
3498.19|3500.95|A fellow by the name of Fritz Fischer was a very good friend of mine.
3500.97|3503.97|He was a lineman and timekeeper.
3504.05|3505.78|And he said, "Put Adrian on that machine."
3505.8|3506.06|He'll run it.
3506.72|3507.66|I said, "I know he can't."
3508.65|3513.34|So I was the daytime operator on it.
3513.36|3523.89|We had the job just about finished when harvest time came, and I had to telegraph and fight the trash up at Frederick to come back and run the separator.
3523.91|3525.88|The wages would be $15 a day.
3526.12|3528.42|The previous year I got $10 a day.
3530.26|3531.69|So I couldn't turn that down.
3531.71|3536.51|I was only making about $5 a day on the power line.
3537.34|3543.77|So I told the boss "I was leaving," and I packed her up.
3543.79|3546.69|You didn't have much to pack in those days.
3546.71|3547.93|You didn't have many clothes.
3547.95|3554.18|One suitcase and probably a cardboard box was about all you carried with you.
3554.32|3557.1|And a Model T coupe, you know, you couldn't carry much in it.
3559.59|3560.79|I had to back up to Frederick.
3561.45|3564.13|Well, we didn't have very good run thrashing that fall.
3564.15|3565.77|It was wet.
3565.79|3567.18|It rained a lot.
3568.03|3576.31|I don't remember what we got in, something about 25 days of thrashing, but I think it took us about two months to get it in.
3592.07|3596.01|I think I'm on the right track now.
3596.03|3604.24|I'll go back when I finish thrashing in Frederick and then head north.
3605.48|3621.16|And I didn't know what I was going to do, so I started north and got up as far as
3621.6|3634.79|When I got to Minot, I had to look for a job, and I'm intersecting you.
3634.81|3639.65|You might get a job around here.
3639.85|3642.26|Yeah, sure you can get a job here.
3642.78|3645.64|Well, I was on a Friday afternoon.
3645.66|3646.5|You said come to work Monday morning.
3646.52|3650.42|Well, I'm around there on Saturday and Sunday, and I got looking around, and I thought, boy, you're spending yourself quite a bit here today.
3651.04|3666.36|to walk right up into a group of really well high-voltage here.
3666.48|3674.31|And I knew something about working high-voltage, but not too much experience on it.
3674.33|3674.83|And I got cold feet.
3674.85|3675.96|I never showed up for work on Monday morning.
3675.98|3676.5|Well, I had enough choice.
3676.52|3680.12|Called right, get in the car, and I went up a line about 50 miles, and here's a small crew, power crew, working along the roof.
3680.14|3680.66|So I stopped, stopped it,
3683.49|3701.29|He said, "I'm alive, and I always got a job."
3701.31|3705.94|Well, my God, he said, "You know, how much experience do I have?"
3705.96|3708.88|Well, he said, "You know, my headline in this room in here, and he said, you know, you need some equipment going someplace else."
3708.9|3709.72|And he said, like, "You want to come back?"
3709.74|3711.56|He said, "You want to go to the head office in Canberra and see if you can go higher?"
3711.58|3712.54|I'll call them and tell them you're coming home.
3712.56|3713.16|So I went up.
3713.5|3718.39|Oh, oh yeah, that's so true.
3718.41|3724.1|You get a win tomorrow morning.
3724.2|3726.9|79 cents an hour.
3727.36|3728.67|That's pretty good pay for that time.
3728.69|3730.19|Well, immediately I got to be the head lineman on that job.
3730.21|3734.62|They didn't have anybody there that had the experience that I had of it, because we used to say cut the mustard.
3734.8|3736.18|And I got along very good.
3744.16|3750.89|And I've gone over this thing before.
3751.13|3763.14|I think that somewhere along I've got a tape that already has this information on it.
3763.16|3763.66|I'm going to stop now.
3764.96|3770.4|This is a continuous tape where I think I had someone on another tape and they got mixed up on it.
3770.42|3771.66|But I'm taking the ears and they come along now.
3771.69|3773.31|And I worked with that out for a winter week, working up
3773.59|3794.94|along the, from Kenman where we got off to, through the portal, and then the eastern west about, we had about 150 miles of line, and we had what they called the flying squad, and there was trouble when we were there.
3795.9|3797.06|Either way, it didn't make any difference.
3797.58|3800.19|And I worked until, well, I'd say about in April,
3804.05|3823.3|And then, uh, I had a lot from the, the immigration one day and said, here, you can't vote in this country, you're a Canadian, and you, you can't vote down here unless you get a vote from them.
3823.32|3823.7|So I packed it up.
3823.72|3829.57|Well, I, I hadn't told them, but when I sent the form before, another one to get off of the phone to the Mac and I, then we would take the form over in the spring.
3830.14|3851.47|just put an inventory of everything every day, all the machinery, put a price on it, and we would pay for it as we go along.
3851.49|3854.59|So, what I had to do was go back and tell them, and then I did it.
3854.61|3856.5|But, to make any hardships on my part, because I was going to go down with them on those days.
3856.52|3858.02|So right now, I'm going to stop for a while,
3858.96|3876.97|And I'll play it back and see if I can find that other part, but I think I got some of that tape that Joe and I went to hospital for.
3877.77|3882.42|But I won't try and put it in the proper chronological order so that it takes year after year to remember all.
3889.96|3892.8|I'm trying to tape for some reason or other.
3892.9|3895.17|This thing is not picking up.
3895.19|3900.51|I don't know what it is, whether some of the bugs came out on the side of the machine or what it was.
3900.59|3902.23|I'll just check back and see.
3907.06|3913.19|Yeah, it was taping all right when I said, "That last bit about I'll just check back now and see."
3913.91|3918.31|So I'll just run off a little bit now, and then I'll come back again and see what's happening.
3919.0|3926.75|It's tiresome talking into this thing, you know, when you're just sitting here talking to yourself, so to speak.
3926.77|3936.2|And I'm going to have to go without the whole webinar all again about when I come back up to Canterbury and went out to the farm and started working and see what happens.
3937.6|3941.45|It's hard.
3941.47|3948.87|Well, here we are, January the 20... January the 30th.
3950.05|3950.89|1981.
3951.65|3959.85|I haven't talked into this thing for, I think, it could be going on for two months now.
3959.87|3965.44|And to get back, we got through Christmas, all the family were home.
3965.92|3967.72|I may have said that at the start here.
3967.8|3968.86|I don't remember.
3971.47|3975.97|But not to be repetitious, the family were all home and we had one
3976.49|3981.66|wonderful time over Christmas over the holidays.
3981.74|3994.28|By the second of January, they'd all gone back to their respective homes, and I presume they're all back working again.
3994.3|4005.98|To run of the story, after my run-in with the immigration authorities, I came back to the farm, and Mac and I started
4007.39|4007.91|farming.
4007.93|4016.6|That was the spring of 29.
4016.62|4034.16|And we got along, short of rain, short crop, harvest was early, and by the middle of September all the work was done.
4034.6|4043.37|A friend of mine and myself went on a little bit of a spree one Saturday afternoon and landed up in Astalan.
4043.39|4050.04|And there I run across a friend of mine who worked for the power company.
4050.06|4053.08|And he told me he was a lineman.
4053.96|4056.28|Well, I said, "If you're a lineman, get me a job."
4056.3|4061.47|He said, "I've been in the States for two years."
4061.49|4062.71|I'm fully experienced.
4065.32|4066.87|Well, he said, I'll talk to the boss.
4067.73|4070.27|He's going away in about a week.
4070.29|4073.8|I'll talk to the boss and see if he wants to hire any men.
4073.82|4079.14|On Monday, I got a phone call Monday night, come to work in Egypt.
4079.16|4084.13|So I headed back to work.
4084.15|4085.51|Well, I'm not back to work.
4085.63|4088.44|I headed to work in Afghanistan.
4088.46|4093.1|I ran into a pool of men there that had little experience in
4093.54|4104.65|They didn't know what was going on, so immediately I was put on as head lineman and worked through the files.
4107.43|4120.95|And about the end of November, the superintendent come along and said, I want to put you on as a district operator.
4122.18|4132.83|you'll be responsible for serving the people, reading the meters and keeping the power going on in their homes and what have you."
4132.85|4134.85|Well, I said, "I don't even know how to read a meter."
4135.77|4140.12|Well, he said, "We'll teach you."
4140.14|4150.75|So we went on and about a week later, our job lasted all winter.
4152.43|4159.32|I headed back to the farm in the spring.
4162.21|4169.16|And when I got back to the farm, went up to Waverton to see Mother.
4171.2|4173.93|And by this time she had her fill of living in the city.
4175.05|4177.31|She and Bud wanted to come back on the farm.
4178.47|4185.48|So we just tore up the contract we had signed, and I went back to work in Estevan.
4188.96|4203.7|Well, in the meantime, while I was off work, another foreman came in and took over, and they were crossing the river right at flood stage.
4205.37|4206.49|And my best friend
4207.41|4209.68|got me the job there the fall before.
4209.7|4215.26|He was in a boat that upset, and as a result he was drowned.
4216.4|4222.53|So they immediately called me and told me to advise his people he'd come from my hometown.
4223.79|4236.27|And then when I went back down while they were searching for his body, it took them three days, combing the river before they found his body.
4237.21|4245.22|In the meantime, I told them that my farm deal was off, so they said, "Well, come on back to work."
4245.24|4256.9|So I went right back to work and when I get back there, this is one of the funny incidents where I put on a one-man strike.
4258.3|4263.41|I went back to work and this foreman told me my wages were going to be
4268.01|4269.03|the fall before.
4269.05|4272.82|I said, "Nothing doing."
4272.84|4276.44|I said, "I'm not going to accept that."
4276.46|4279.09|So I packed it up and I went home.
4280.65|4285.31|Went home to the farm and I bought a rifle, which I still have today.
4285.96|4288.5|I bought a rifle for $15 and a lot of shells.
4288.52|4292.72|I went out to the farm and I shot gophers.
4292.78|4295.05|And I've got to test this out now.
4295.9|4298.91|Yeah, well, the taping is going on all right.
4300.67|4313.52|Ture laid back to buying the rifle, and I bought 22 shots, long rifle, not long rifle, just long, for 15 cents a box.
4313.68|4316.51|That's the price of things.
4316.53|4320.27|And I went back to the farm, and I helped around the farm, and not doing much of anything.
4320.31|4325.88|In the meantime, this all happened in a couple of days.
4326.72|4336.07|this funeral took place in Halbrite, and some of the big shots come up to the funeral.
4336.71|4340.74|And when they got to Halbrite, there was no place to eat, so they phoned out to the farm.
4341.64|4344.34|I'm out on strike now, don't forget.
4344.68|4349.07|But they phoned out to the farm and asked if they could come out and get a lunch.
4349.73|4351.35|Well, I said, "Most certainly."
4351.77|4352.69|There were four of them.
4354.07|4358.4|So they come out, and Mother, of course, is always able to whip something up in a hurry.
4358.42|4368.47|She got some home-cured ham and some whole wheat bread that she had made and some pickles, and she had a lunch out there for them in no time.
4370.02|4376.53|After they had this lunch, the two big shots walked out, and they went around the barn, and we really had a good setup.
4376.61|4377.83|Everything looked nice.
4378.23|4383.24|The barn was full of little pigs, and they were taken up with this
4383.82|4410.57|uh they were out there before lunch and when they come back in the house had their lunch when they come out my brother mac was working on his car he was in working on the floorboards and and the the car windows were open and he had one door open and these fellas didn't know he was there evidently and they were standing right beside the car talking and
4411.36|4414.53|One fellow said to the other, oh God, we've got to get Len back to work.
4414.67|4417.59|A guy that can run a show like this is going to be a good man.
4419.34|4423.44|So I didn't know anything about this.
4425.2|4427.93|I was preparing to go to the funeral.
4430.67|4438.06|When I come back from the funeral, my brother Max said to me, he said, "Boy, you've got those guys right where the hair is short," he said.
4438.46|4443.41|I overheard them saying that they've got to ask you to come back to work.
4443.43|4449.36|The guy that could operate a show like this had to be a good man.
4450.74|4454.89|So it was no more said about it.
4455.71|4462.48|And I was on the train on the way up to Waverton when the general manager of the company was on the train.
4465.68|4467.1|He had come up from Estabal.
4467.89|4470.3|He said, "I thought you were back in Estevan working."
4470.32|4473.74|I said, "No, I said, I'm still out at the farm doing nothing."
4474.86|4478.21|Well, hell, he said, they were supposed to call you back to work.
4481.11|4485.64|So that next morning, I get a phone call, come on back to work immediately.
4485.88|4490.96|Well, I went back to Estevan, and I started working for this same foreman.
4490.98|4495.29|He was a German fellow and a kind of a bully type of his crew.
4495.31|4496.77|He didn't have a good crew.
4497.8|4527.58|and but he he just had them running every time he honored they would run well I had never done that standing for me and I wasn't running for him but I go back to work my first paycheck comes it's not the wages I got before it was eight cents an hour less so I went to him I said, "Look who put in these wages"
4527.92|4528.44|for me.
4529.52|4536.99|He says, Lindy, he says, when I saw you work, he says, I put in for full wages for you, but somebody in the office cut it back.
4537.01|4547.05|Well, I said, "In the meantime, I'm only going to do 70 cents worth of work an hour, not 70 until I find out and get to talk to the superintendent."
4547.07|4548.11|Well, time went on.
4550.19|4554.82|And one of the fellows, well, this fellow left then.
4554.84|4557.18|He went with the coal company, his air electrician.
4557.5|4565.12|And another fellow took over the crew, a fellow by the name of Bill Wilson, whom I had known.
4566.08|4568.4|Bill had an accident.
4568.42|4570.45|A pole dropped on him, and he broke his leg.
4571.67|4575.22|Well, the superintendent comes down right away to straighten things out.
4575.6|4577.4|I hear he's intolerant, but...
4586.8|4590.44|I was just ready to blast him about the wages.
4591.8|4595.4|When he said, "You heard Bill Wilson was hurt?"
4595.42|4597.45|I said, yeah.
4597.47|4603.23|Well, he said, "Len, I wonder if you could run the crew."
4603.25|4606.63|No, you think you could run the crew.
4606.65|4607.99|I said, "You think I could?"
4609.6|4611.18|He says, yes, I think you could.
4611.2|4615.84|Well, I said, "If you think I could, well, I'm thinking the same thing."
4616.39|4618.14|So I was put in charge of the crew.
4618.44|4620.76|He said, "Your wages will be 85 cents an hour."
4620.96|4624.13|And that part of it was settled.
4624.15|4639.55|And it, well, this would have been about the first part of May, but maybe the middle of May.
4639.57|4643.08|And I had a crew of about eight men.
4644.27|4648.62|In those days you didn't have much equipment.
4648.66|4652.7|We had a one and a half ton truck.
4652.74|4655.11|Everything was done the hard way in hand tools.
4655.13|4659.63|However, I had a pretty well organized crew.
4659.65|4671.93|And we spent that summer, we had gone out through Assiniboine, did a little work, on to Kincade, and from there north up to Davidson.
4671.95|4673.35|And at Davidson we
4673.75|4687.87|possibly spent a month in Davidson, and then on up to bigger east of Saskatoon, where we were doing a complete rebuild of the distribution system.
4688.23|4695.64|In town, there were about 2,500 people rebuilding the system right from stem to stern.
4695.66|4699.39|So everything was going fine.
4702.69|4704.14|No problems up there.
4705.56|4723.02|And I might relate that on the fourth day of October, we had a snowstorm that was so severe, and Biggers on the main line of the CNR, all the trains were tied up.
4723.04|4729.27|In the town of Bigger itself, the only thing that could move up and down the streets was a team of horses on a gray wagon.
4730.33|4734.34|That was the only thing that was moving after two days of storm.
4735.34|4739.14|The crops were still out very well.
4739.44|4744.61|Some harvesting had been done, but farther to the north, most of the grain was still out in the fields.
4744.63|4745.49|It had been raining.
4748.43|4756.14|However, in about ten days, it warmed up, and the snow all went away, and it was just like summer.
4756.16|4758.06|I worked there until about the
4759.61|4766.54|1st of December when this fellow Bill Wilson was able to come back to work again.
4766.56|4773.77|So I got word from the superintendent that Bill was coming to take over the crew and I was to come back to Estevan.
4776.04|4782.13|I went back to Estevan and I was more or less a one-man crew there by myself.
4782.91|4787.59|It was decided to come to increase all the boatage in the city, which was done
4787.93|4791.13|through reconnecting the transformers.
4791.15|4805.51|And I had just a helper in my skeleton who would take this town one section at a time, and it was a great experience for me to cut the town over.
4805.53|4808.55|And got it all completed without any problems.
4810.02|4817.14|I suppose it was into the middle of January when I had finished that end of it, and we were working around it.
4817.48|4844.94|different projects I have picked up a couple of more men and then it was in the middle of january when I saw an ad in the paper that the power commission were hiring lineman to be district operator so I went to the superintendent and I said what about this well he said, "Things are kind of slow around here and he said they will undoubtedly"
4846.06|4848.81|be in business a long time after we're gone.
4850.31|4851.97|So he said, "You want to put in an application?"
4852.03|4853.45|I'll give you a good recommendation.
4853.65|4864.43|So I put in an application and it was just a matter of three or four days I get a phone call to report for duty.
4865.29|4870.42|So I went to Regina and
4872.25|4877.64|They put us through a briefing, a three-day briefing, to show us all the footwork, etc.
4878.74|4888.19|And to relate a little bit on conditions, there was no snow in the country.
4888.21|4900.59|The roads were all bare from Estevan up here, and on the 21st day of January, if I recall correctly, I went to Saskatoon, and there was no snow on the highway on the way to Saskatoon.
4901.33|4902.79|The whole country was bare.
4903.45|4906.98|And when I hit Saskatoon, I was put in charge of this district there.
4908.38|4914.89|Eleven towns running out, lines running out, three different directions from Saskatoon.
4914.91|4917.87|But I really had to, while the job was so soft, I got tired laying around.
4917.89|4919.99|I had orders not to travel.
4920.07|4922.11|I was being paid mileage for my car.
4922.59|4925.86|I had orders not to be traveling unless it was necessary.
4926.38|4929.04|So about the only thing I would do is go out meter reading.
4930.19|4934.85|Oh, there was the odd job to turn up here and there, which I'd take care of.
4934.87|4939.72|However, I got a truck after I was there, about two months, they got me a half-ton truck.
4939.74|4945.53|And then about in June of that year, the superintendent asked me if I would go to Rosetown.
4945.55|4954.22|A fellow down there had got into difficulties, a good lineman, but he couldn't keep his book work straight, so I was transferred to Rosetown.
4954.96|4965.75|an increase of $10 a month in my wages, which was from $145 a month to $155 a month, big wages at that time.
4965.77|4970.42|And by that time, the unemployment had hit the country.
4970.84|4982.14|Every train that come through would have 5,200 people riding on it, going I don't know where, but they were looking for work, and nobody could get a job.
4982.16|4984.56|It was just that tough.
4986.94|4992.26|I was in Rosetown, and there I had eight towns to look after.
4992.3|4996.37|They went out in two different directions out of Rosetown.
4996.67|5002.83|I worked pretty hard there for two or three months straightening up all the distribution system, which had been built in the wintertime.
5002.85|5007.2|The poles were all leaning here and there, and the anchors were pulling.
5007.22|5016.5|I would hire a fellow to help me for 30 or 35 cents an hour, and I worked hard at that job and got these towns all straightened up.
5017.67|5022.01|And then I caught hell from the superintendent for hiring a man without authority.
5023.59|5034.31|And another thing he raised hell with me about was building a toolbox for $18, paid a carpenter for $18 for a toolbox.
5034.33|5035.73|And I had no authority for that.
5036.61|5043.22|So I told the superintendent in Saskatoon,
5044.11|5047.41|headquarters in Regina were writing me about these two items.
5047.55|5051.82|I said, "I'm going to tell him to stick the job up his rear end."
5051.84|5055.1|I don't have to take that from anybody.
5055.12|5062.63|So I was a bit dissatisfied the way things were going, and I suppose independent as hell.
5062.69|5063.76|I had money in the bank.
5063.86|5072.65|I'd bought a brand new car in Rosetown, a brand new Ford coach for $900 million.
5072.81|5100.1|eight hundred and nineteen dollars what I paid for it give you an idea of car prices at that time and uh anyway then I i had uh taken a trip down home I got a few days off and went down home and mother was wanting to go to iowa she said, "She wish she could take another trip to iowa" I had taken her down there uh no I hadn't ever taken it down that was the first trip
5101.15|5107.38|So I said, "Well, I'll sign off my job and take off time."
5107.46|5109.3|I'll take you down there.
5109.32|5114.33|So I told the Superman, I said, I'm going to book off for three, four months.
5115.59|5118.87|Well, he said, we can't guarantee your job when you come back.
5118.89|5122.28|Well, I said, "I don't care if you guarantee my job or not."
5122.3|5123.62|I want to take the time off.
5123.64|5126.72|So I left when I came through Regina.
5127.58|5129.89|Well, I went into the head office in Virginia.
5130.47|5136.52|head guide told me, boy, you sure done a nice high job for us out there.
5136.54|5138.16|And that's all there was to it.
5138.18|5144.39|I went down, and brother and I took the trip to Iowa, which was a wonderful time.
5144.41|5146.91|We were down there about six weeks.
5148.28|5153.4|I think I left about the end of September and come back.
5153.42|5158.79|And when I got back to Hawbright, my deal here, my deal, we're going to put in a power plant.
5159.23|5159.47|And it
5159.96|5162.66|power system.
5162.68|5164.26|So right away they heard I was back.
5164.28|5166.26|How about coming and building the lines for us?
5166.28|5169.21|I said, "Sure, I'll take on that job."
5169.23|5175.61|So I went down and supervised, laid out the lines for them and everything.
5175.63|5180.76|We'd get help in those days, no trouble getting help.
5180.78|5188.75|And in the course of building the line, the Power Corporation found out I was
5189.47|5196.44|So a lot of the guys as superintendents kind of took a dig at me.
5196.46|5205.19|After I had built the system, then my brother Mack and I started wiring houses, and we wired all the houses in Midale, which was a total winter job.
5206.11|5213.34|So when that was all cleaned up in the spring, I went back to the power to see if I could get a job.
5213.36|5218.68|And oh, the superintendent, the general manager, I don't know,
5219.68|5229.89|He got so nasty with me that I still don't know today how I didn't just find a word just to flatten his face in for him.
5229.97|5233.15|And anyway, I didn't have to work.
5233.27|5234.57|I had money in the bank.
5234.59|5237.36|I went back home and stayed on the farm.
5237.44|5243.18|I worked around there for my keep, and I had one hell of a good time that whole summer.
5243.2|5248.25|And in the fall, I went down to Estevan, and I went in to see the superintendent there.
5249.06|5257.85|So I told him about this general manager giving me such a bad time.
5259.83|5261.85|He said, "Len, they can't do that to you."
5261.87|5264.59|He said, you've got some work coming up.
5264.61|5269.84|You go home and get your tools and come on down here and we'll get you to work.
5269.86|5275.61|That would have been about in October, I would say.
5275.63|5277.09|Maybe the first of October.
5278.0|5281.48|because there was snow on the ground shortly after I got there.
5281.5|5283.76|And I worked there about a month.
5283.78|5288.21|And then they were starting up a power plant out at Tompkins.
